"","portname","code","latitude","longitude","iso3"
"924","Kawaihae","USKWH",20.03518,-155.82664,NA
"925","Rumonge",NA,-3.97865,29.43594,"BDI"
"926","Panama City","USPFN",30.15229,-85.66429,"USA"
"927","Moss Landing","USMLG",36.80028,-121.7859,"USA"
"928","Richmond","USRCH",37.94813,-122.38973,"USA"
"929","Fenit","IEFEN",52.27757,-9.86482,"IRL"
"930","Portland",NA,45.56364,-122.71282,"USA"
"931","Bumbuli",NA,-3.39396,20.45982,"COD"
"932","Bisenge",NA,-3.42477,19.78725,"COD"
"933","Tubod",NA,8.05564,123.78983,NA
"934","Westwego","USWWO",29.91192,-90.13933,"USA"
"935","Chandler","CACHR",48.34663,-64.6604,"CAN"
"936","Victoria","CAVIC",48.43483,-123.3689,"CAN"
"937","Nawiliwili","USNWL",21.95088,-159.35949,"USA"
"938","Kikwit",NA,-5.0466,18.83855,"COD"
"939","Dekese",NA,-3.49127,21.37175,"COD"
"940","Brownsville","USBRO",25.89873,-97.49374,"USA"
"941","Santa Clara","USSCZ",37.42916,-121.98066,"USA"
"942","Stockton","USSCK",37.95057,-121.32441,"USA"
"943","Oarai",NA,36.30985,140.57422,"JPN"
"944","Boca Chica","DOBCC",18.42139,-69.63022,"DOM"
"945","Norfolk",NA,36.86882,-76.31627,"USA"
"946","Invergordon","GBIVG",57.68864,-4.17668,"GBR"
"947","Ribadeo","ESRIB",43.53644,-7.03579,"ESP"
"948","Arbatax","ITATX",39.93572,9.70325,"ITA"
"949","Thasos","GRTSO",40.77924,24.70144,"GRC"
"950","Sligo","IESLI",54.27677,-8.482,"IRL"
"951","Gdansk","PLGDN",54.39086,18.69361,"POL"
"952","Kesennuma",NA,38.88738,141.58847,"JPN"
"953","Dartmouth","GBDTM",50.35065,-3.57737,"GBR"
"954","Palamos","ESPAL",41.84941,3.12342,"ESP"
"955","Monkoto",NA,-1.74939,20.68058,"COD"
"956","Treguier","FRTRE",48.78906,-3.22552,"FRA"
"957","Rota","ESROT",36.62046,-6.35701,"ESP"
"958","Adra","ESADR",36.75016,-3.02073,"ESP"
"959","Siracusa","ITSIR",37.06879,15.29042,"ITA"
"960","Mosango",NA,-4.7321,18.75383,"COD"
"961","Grenaa","DKGRE",56.41422,10.92179,"DNK"
"962","Risor","NORIS",58.72017,9.23789,"NOR"
"963","Balsta","SEBAA",59.5525,17.53598,"SWE"
"964","Boende",NA,-0.27632,20.87778,"COD"
"965","Pucallpa","PEPCL",-8.38651,-74.52827,"PER"
"966","Imatra","FIIMA",61.17056,28.77589,"FIN"
"967","Onitsha",NA,6.13492,6.76535,"NGA"
"968","Jbail",NA,34.12244,35.64334,NA
"969","Gonaives","HTGVS",19.4513,-72.7162,NA
"970","Livorno","ITLIV",43.56892,10.30372,"ITA"
"971","San Antonio",NA,12.41214,124.27944,NA
"972","Tonka",NA,16.13098,-3.75233,"MLI"
"973","Soalala","MGDWB",-16.10434,45.32918,"MDG"
"974","Cam Ranh",NA,11.90338,109.14451,"VNM"
"975","Danao",NA,10.52123,124.02944,"PHL"
"976","San Fernando","PHSFE",16.60876,120.30097,"PHL"
"977","Manakara","MGWVK",-22.14144,48.02051,"MDG"
"978","Bacon",NA,13.04099,124.04541,"PHL"
"979","Jebel Dhanna","AEJED",24.18829,52.62573,NA
"980","Roxas",NA,12.5936,121.52968,NA
"981","Can Tho","VNVCA",9.98373,105.83577,"VNM"
"982","De Pere","USDRW",44.44925,-88.06903,"USA"
"983","L'Anse","USLAJ",46.7579,-88.45647,NA
"984","Manitowoc","USMTW",44.08983,-87.65146,"USA"
"985","Kalehe",NA,-2.10473,28.91568,"COD"
"986","Bondo",NA,-1.3551,24.08261,"COD"
"987","Lotumbe",NA,-0.47035,19.38117,"COD"
"988","Bathurst","CABAT",47.61618,-65.6575,"CAN"
"989","Rabaul","PGRAB",-4.20197,152.16447,"PNG"
"990","Digby","CADIG",44.62631,-65.75508,"CAN"
"991","Juneau","USJNU",58.30297,-134.42728,NA
"992","Yakutat","USYAK",59.54897,-139.73278,"USA"
"993","Tyonek","USTYE",61.04712,-151.16775,"USA"
"994","Hahnville","USHAH",29.98141,-90.4054,"USA"
"995","Norco","USNCM",29.9958,-90.41099,"USA"
"996","Beaumont","USBPT",30.0752,-94.08789,"USA"
"997","Savannah","USSAV",32.09245,-81.10625,"USA"
"998","Georgetown","USGGE",33.36697,-79.29113,"USA"
"999","Baltimore","USBAL",39.26738,-76.58441,NA
"1000","Gardiner","USGDR",43.71315,-124.10423,"USA"
"1001","Port Hawkesbury","CAPHW",45.61481,-61.36482,"CAN"
"1002","Longview","USLOG",46.10456,-122.94792,"USA"
"1003","Palmetto","USPMT",27.51258,-82.56046,"USA"
"1004","Chemainus","CACHM",48.92544,-123.71447,"CAN"
"1005","Port Arthur","USPOA",29.8395,-93.95682,"USA"
"1006","Mobile","USMOB",30.66704,-88.03727,"USA"
"1007","Cambridge","USCGE",38.57508,-76.07216,NA
"1008","Salem","USSLM",42.52272,-70.88131,NA
"1009","Parrsboro","CAPAR",45.39192,-64.3191,"CAN"
"1010","Port Moody","CAPMO",49.28497,-122.86305,NA
"1011","Ocean Falls","CAOFA",52.35257,-127.69288,"CAN"
"1012","Bella Coola","CABLC",52.37399,-126.79524,NA
"1013","Haines","USHNS",59.23195,-135.44145,"USA"
"1014","Foynes","IEFOV",52.61279,-9.10193,"IRL"
"1015","Marstal","DKMRS",54.85327,10.52236,"DNK"
"1016","Sunderland","GBSUN",54.91372,-1.3606,"GBR"
"1017","Oban","GBOBA",56.41202,-5.47656,"GBR"
"1018","Sines","PTSIE",37.95336,-8.88662,"PRT"
"1019","Arcachon","FRARC",44.66319,-1.16885,"FRA"
"1020","Dieppe","FRDPE",49.93457,1.08881,"FRA"
"1021","Galway","IEGWY",53.26928,-9.0512,"IRL"
"1022","Ustka","PLUST",54.58629,16.85242,"POL"
"1023","Nykobing Mors","DKNYM",56.79282,8.86377,"DNK"
"1024","Oxelosund","SEOXE",58.66565,17.10592,"SWE"
"1025","Skudeneshavn","NOSKU",59.14668,5.26744,"NOR"
"1026","Wyandotte","USWYD",42.21553,-83.14597,"USA"
"1027","Hydaburg","USHYG",55.20279,-132.82368,NA
"1028","Kilwa Masoko","TZKIM",-8.9396,39.50803,"TZA"
"1029","Rorvik","NORVK",64.86048,11.23102,"NOR"
"1030","Seaham","GBSEA",54.83824,-1.32966,"GBR"
"1031","Sharpness","GBSSS",51.72159,-2.47518,"GBR"
"1032","Hartlepool","GBHTP",54.69663,-1.20539,"GBR"
"1033","Monfalcone","ITMNF",45.79343,13.54282,"ITA"
"1034","Strasbourg","FRSXB",48.58066,7.78828,"FRA"
"1035","Abbeville","FRABB",50.10167,1.82755,"FRA"
"1036","Fowey","GBFOY",50.33523,-4.63446,"GBR"
"1037","Teignmouth","GBTNM",50.54623,-3.50118,"GBR"
"1038","Cowes","GBCOW",50.7621,-1.3005,"GBR"
"1039","Fawley","GBFAW",50.83919,-1.34399,"GBR"
"1040","Purfleet","GBPFT",51.47445,0.24459,"GBR"
"1041","Oosterhout","NLOOS",51.66599,4.85058,"NLD"
"1042","Dordrecht","NLDOR",51.79266,4.64499,"NLD"
"1043","Wivenhoe","GBWIV",51.85308,0.96349,"GBR"
"1044","Mistley","GBMIS",51.94393,1.08225,"GBR"
"1045","Varberg","SEVAG",57.1073,12.24653,"SWE"
"1046","Fosdyke","GBFDK",52.87184,-0.04164,"GBR"
"1047","Pulupandan","PHPUL",10.51976,122.79597,NA
"1048","Funabashi","JPOGA",35.6837,139.97735,"JPN"
"1049","Hatsukaichi","JPAKT",34.34854,132.34183,"JPN"
"1050","Tangier","MATNG",35.78242,-5.80628,"MAR"
"1051","Shimonoseki","JPSHS",33.94069,130.92484,"JPN"
"1052","Tokuyama","JPTKY",34.04416,131.80316,"JPN"
"1053","Talasea","PGTLW",-5.30028,150.03325,NA
"1054","Akaroa","NZAKA",-43.80943,172.9613,NA
"1055","Hobart","AUHBA",-42.8835,147.33205,"AUS"
"1056","Thames","NZTMZ",-37.14873,175.54689,"NZL"
"1057","Rio Grande","BRRIG",-32.04858,-52.07476,NA
"1058","Mourilyan","AUMOU",-17.59912,146.12485,"AUS"
"1059","Bakapit","MYBKP",4.95262,118.58633,"MYS"
"1060","Catbalogan","PHCTS",11.77391,124.88078,"PHL"
"1061","Tagbilaran","PHTAG",9.64892,123.85055,NA
"1062","Beihai","CNBHY",21.47172,109.06403,"CHN"
"1063","Miyazu","JPMIY",35.53679,135.19952,"JPN"
"1064","Kiire","JPKII",31.37761,130.54828,"JPN"
"1065","Tsukumi","JPTMI",33.0766,131.86471,"JPN"
"1066","Cheju","KRCHA",33.52169,126.53972,NA
"1067","Yosu","KRYOS",34.74586,127.67326,"KOR"
"1068","Nanao","JPNNO",37.05113,136.97669,"JPN"
"1069","Naoetsu","JPNAO",37.18455,138.25626,"JPN"
"1070","Kemi","FIKEM",65.66908,24.52572,"FIN"
"1071","Comodoro Rivadavia","ARCRD",-45.86212,-67.47091,"ARG"
"1072","Motueka","NZMZP",-41.13609,173.02088,"NZL"
"1073","Napier","NZNPE",-39.47582,176.91415,NA
"1074","Gisborne","NZGIS",-38.67633,178.02434,"NZL"
"1075","Auckland","NZAKL",-36.8436,174.77452,"NZL"
"1076","Ardrossan","AUARD",-34.43267,137.9151,"AUS"
"1077","Port Macquarie","AUPQQ",-31.42666,152.89481,"AUS"
"1078","Brisbane","AUBNE",-27.4428,153.07579,"AUS"
"1079","Rockhampton","AUROK",-23.38039,150.55963,"AUS"
"1080","Wyndham","AUWYN",-15.46147,128.10024,"AUS"
"1081","Los Organos","PELOO",-4.17876,-81.13356,"PER"
"1082","Santana","BRSAN",-0.05696,-51.17469,NA
"1083","Lundu","MYLUN",1.67051,109.85378,"MYS"
"1084","Karwar","INKRW",14.80136,74.11603,"IND"
"1085","Shanwei","CNSWE",22.7801,115.34402,"CHN"
"1086","Miyako","JPMYK",39.64012,141.96927,"JPN"
"1087","Kwinana","AUKWI",-32.23544,115.76192,"AUS"
"1088","Porto Seguro","BRBPS",-16.45441,-39.06538,"BRA"
"1089","Pasir Gudang","MYPGU",1.43695,103.90183,"MYS"
"1090","Toledo","PHTLD",10.37588,123.63519,"PHL"
"1091","Pondicherry","INPNY",11.92321,79.83362,"IND"
"1092","Laoag","PHLAO",18.19264,120.59262,"PHL"
"1093","Jakhau","INJAK",23.23798,68.6067,"IND"
"1094","Kotka","FIKTK",60.47253,26.94968,"FIN"
"1095","Fukue","JPFUJ",32.69543,128.8499,"JPN"
"1096","Tonghae","KRTGH",37.49252,129.12702,"KOR"
"1097","Gremikha","RUGRH",68.05372,39.52335,"RUS"
"1098","Severomorsk","RUSRM",69.07755,33.41428,"RUS"
"1099","Jiujiang","CNJIU",29.7241,115.96763,"CHN"
"1100","Zhenjiang","CNZHE",32.18894,119.62842,"CHN"
"1101","Porto Velho","BRPVH",-8.74392,-63.91815,"BRA"
"1102","Alanya","TRALA",36.53688,31.99813,"TUR"
"1103","Talcahuano","CLTAL",-36.693,-73.09996,"CHL"
"1104","Pamatacual","VEPAM",10.24104,-64.57942,"VEN"
"1105","Ashdod","ILASH",31.82475,34.6482,"ISR"
"1106","Itaqui","BRITQ",-2.57941,-44.36798,"BRA"
"1107","Szczecin","PLSZZ",53.42766,14.57382,"POL"
"1108","Guaymas","MXGYM",27.91859,-110.872,"MEX"
"1109","Izmir","TRIZM",38.44191,27.15477,"TUR"
"1110","Puntarenas","CRPAS",9.97724,-84.84824,NA
"1111","Jeddah","SAJED",21.46388,39.17029,"SAU"
"1112","Chaguaramas","TTCHA",10.68183,-61.64777,"TTO"
"1113","Kingstown","VCKTN",13.14924,-61.22284,"VCT"
"1114","Belize City","BZBZE",17.49392,-88.18636,"BLZ"
"1115","Frederiksted","VIFRD",17.71438,-64.88363,"VIR"
"1116","San Carlos","MXSCR",24.78903,-112.11705,NA
"1117","Ushuaia","ARUSH",-54.80275,-68.30147,"ARG"
"1118","Iquique","CLIQQ",-20.20777,-70.15618,"CHL"
"1119","Almirante","PAPAM",9.28895,-82.39136,"PAN"
"1120","Puerto Cortes","HNPCR",15.84178,-87.9404,"HND"
"1121","Banggai","IDBGG",-1.5901,123.49918,"IDN"
"1122","Mariel","CUMAR",23.00816,-82.76352,"CUB"
"1123","Manzanillo","CUMZO",20.35252,-77.11854,"CUB"
"1124","La Romana","DOLRM",18.41689,-68.96052,"DOM"
"1125","Salina Cruz","MXSCX",16.16581,-95.20241,"MEX"
"1126","Basseterre","KNBAS",17.28856,-62.70804,"KNA"
"1127","Nueva Gerona","CUGER",21.88758,-82.80101,"CUB"
"1128","Rock Sound","BSRSD",24.86793,-76.16101,"BHS"
"1129","Tasucu","TRTAS",36.31419,33.89405,"TUR"
"1130","Bodrum","TRBXN",37.03359,27.43014,"TUR"
"1131","San Lorenzo","ARSLO",-32.73494,-60.72839,"ARG"
"1132","Matanzas","VEMTV",8.2862,-62.83687,"VEN"
"1133","Sambava","MGSVB",-14.25454,50.15028,"MDG"
"1134","Pedregal","PAPED",8.36288,-82.43725,"PAN"
"1135","Livingston","GTLIV",15.82449,-88.74929,NA
"1136","Ordu","TRORD",40.99546,37.87507,"TUR"
"1137","Gizo","SBGZO",-8.10375,156.84461,NA
"1138","Pebane","MZPEB",-17.29381,38.13973,"MOZ"
"1139","Greenville","LRGRE",4.98857,-9.03938,NA
"1140","Ras Gharib","EGRAG",28.36661,33.08063,"EGY"
"1141","Clifden","IECLI",53.48625,-10.02926,"IRL"
"1142","Schleswig","DESLS",54.51224,9.5573,"DEU"
"1143","Cairnryan","GBCYN",54.96445,-5.01415,"GBR"
"1144","Ronne","DKRNN",55.09309,14.69267,"DNK"
"1145","Naestved","DKNVD",55.22449,11.7542,"DNK"
"1146","Rudkobing","DKRKB",54.93987,10.7099,"DNK"
"1147","Skive","DKSKV",56.5691,9.04909,"DNK"
"1148","Norresundby","DKNRS",57.06449,9.90373,"DNK"
"1149","Rekefjord","NOREK",58.33722,6.2548,"NOR"
"1150","Porsgrunn","NOPOR",59.12336,9.61708,"NOR"
"1151","Sarpsborg","NOSPG",59.26861,11.10291,"NOR"
"1152","Karlstad","SEKSD",59.37138,13.52462,"SWE"
"1153","Drammen","NODRM",59.73301,10.23376,"NOR"
"1154","Ocho Rios","JMOCJ",18.40765,-77.10971,NA
"1155","Levanger","NOLEV",63.75243,11.29719,"NOR"
"1156","Le Treport","FRLTR",50.0613,1.37096,"FRA"
"1157","Lorain","USLOR",41.4698,-82.18465,NA
"1158","Noro","SBNOR",-8.22155,157.19949,"SLB"
"1159","Two Rivers","USTWR",44.14554,-87.56585,"USA"
"1160","Baytown","USHPY",29.72874,-95.01913,"USA"
"1161","Pascagoula","USPGL",30.34884,-88.56246,NA
"1162","Probolinggo","IDPRO",-7.72999,113.2179,NA
"1163","Lembar","IDAMP",-8.73027,116.07257,"IDN"
"1164","Bima","IDBMU",-8.44936,118.71664,NA
"1165","La Libertad","ECLLD",-2.21996,-80.92234,"ECU"
"1166","Media Luna","CUMEL",20.1583,-77.44213,"CUB"
"1167","Supe","PESUP",-10.80044,-77.74545,"PER"
"1168","Cartagena",NA,37.59893,-0.97594,"ESP"
"1169","Grand Haven","USGHN",43.0685,-86.22844,"USA"
"1170","Morehead City","USMRH",34.71673,-76.7033,"USA"
"1171","Morro Bay","USMJK",35.37,-120.85575,"USA"
"1172","Molanda",NA,2.47842,20.81603,"COD"
"1173","Palompon",NA,11.05199,124.38315,"PHL"
"1174","Clarenville","CACLE",48.16012,-53.96127,NA
"1175","Yorktown","USYKW",37.23805,-76.5074,NA
"1176","Richmond","USRIC",37.53348,-77.43917,"USA"
"1177","Varna",NA,43.19695,27.91235,"BGR"
"1178","Visby","SEVBY",57.62915,18.27857,"SWE"
"1179","Pozzallo","ITPZL",36.71761,14.83013,"ITA"
"1180","Ustica","ITUST",38.7075,13.19513,NA
"1181","Catanzaro","ITQCZ",38.82755,16.6299,"ITA"
"1182","Stralsund","DESTL",54.30568,13.10589,"DEU"
"1183","Hamina","FIHMN",60.5345,27.1727,"FIN"
"1184","Kaskinen","FIKAS",62.35493,21.22174,"FIN"
"1185","Brixham","GBBRX",50.39798,-3.51225,"GBR"
"1186","Moana","ESMOA",42.2763,-8.736,"ESP"
"1187","Muros","ESMRS",42.77517,-9.05487,"ESP"
"1188","San Sebastian","ESEAS",43.32279,-1.98729,"ESP"
"1189","Kabumbulu",NA,-7.68127,26.79066,"COD"
"1190","Ankoro",NA,-6.74658,26.94994,"COD"
"1191","Bejaia","DZBJA",36.73953,5.07636,"DZA"
"1192","Bolomba",NA,0.34752,19.22902,"COD"
"1193","Kenge",NA,-4.85701,16.97452,"COD"
"1194","Caia",NA,-17.81787,35.3833,"MOZ"
"1195","Ayamonte","ESAYA",37.21384,-7.40999,NA
"1196","Otranto","ITOTO",40.14514,18.49272,NA
"1197","Calvi","FRCLY",42.56303,8.75676,"FRA"
"1198","Sidi Ifni",NA,29.3582,-10.19087,"MAR"
"1199","Ronnskar","SEROR",64.67549,21.26328,"SWE"
"1200","Joutseno","FIJOU",61.13393,28.46255,"FIN"
"1201","Kayes",NA,14.45255,-11.43904,"MLI"
"1202","Maripipi",NA,11.7778,124.34924,"PHL"
"1203","Cataingan",NA,12.00356,124.00048,"PHL"
"1204","Paramaribo","SRPBM",5.81283,-55.16633,"SUR"
"1205","Kiri",NA,-1.50599,18.91375,"COD"
"1206","Tripoli","LYTIP",32.90412,13.18102,"LBY"
"1207","Manila","PHMNL",14.59804,120.96049,"PHL"
"1208","Bikoro",NA,-0.73528,18.12241,"COD"
"1209","Pilar",NA,12.92281,123.67587,NA
"1210","Glace Bay","CAGLB",46.19842,-59.95021,"CAN"
"1211","Penuba","IDPNG",-0.31587,104.46529,"IDN"
"1212","Escanaba","USESC",45.75213,-87.06275,"USA"
"1213","Duluth","USDLH",46.76653,-92.10966,"USA"
"1214","Silver Bay","USSIB",47.28769,-91.25468,"USA"
"1215","Algoma","USAMZ",44.60794,-87.43377,"USA"
"1216","Petoskey","USPET",45.37636,-84.95923,NA
"1217","Bilili",NA,-4.36892,18.40914,"COD"
"1218","Burin","CABUI",47.03911,-55.1633,NA
"1219","Mompanga",NA,0.91714,20.47071,"COD"
"1220","Lokolenge",NA,1.21149,22.72872,"COD"
"1221","Bulungu",NA,-4.53364,18.60155,"COD"
"1222","Sherbrooke","CASBR",45.13428,-61.98345,"CAN"
"1223","Petit Goave","HTPEG",18.43481,-72.86642,NA
"1224","Kieta","PGKIE",-6.21827,155.63831,NA
"1225","Antalaha","MGANM",-14.90111,50.28237,"MDG"
"1226","North Bend","USOTH",43.41194,-124.22106,"USA"
"1227","Cheticamp","CACHT",46.63785,-61.00811,"CAN"
"1228","Quebec","CAQUE",46.81966,-71.21389,"CAN"
"1229","Grand Bank","CAGRB",47.10134,-55.75185,"CAN"
"1230","Churchill","CACHV",58.77726,-94.18732,"CAN"
"1231","Nome","USOME",64.50146,-165.43043,"USA"
"1232","Orange","USORG",30.0828,-93.73346,"USA"
"1233","Burlington","USBTV",40.07702,-74.88038,"USA"
"1234","Port Jefferson","USPTJ",40.94747,-73.06954,"USA"
"1235","Saugerties","USSUV",42.06994,-73.944,"USA"
"1236","Ottawa","CAOTT",45.4208,-75.70934,"CAN"
"1237","New Glasgow","CANGL",45.59007,-62.64548,"CAN"
"1238","Pictou","CAPTO",45.67535,-62.7063,"CAN"
"1239","Kelso","USKLS",46.10583,-122.88979,"USA"
"1240","Marystown","CAMTN",47.16503,-55.14968,"CAN"
"1241","Galveston","USGLS",29.28048,-94.83932,"USA"
"1242","Marrero","USMAR",29.90524,-90.1047,"USA"
"1243","Salisbury","USSLS",38.36441,-75.60712,"USA"
"1244","Hoboken","USHOB",40.73473,-74.02732,"USA"
"1245","Wareham","USWMV",41.75209,-70.70907,NA
"1246","Prescott","CAPRE",44.70897,-75.51267,NA
"1247","Sheet Harbour","CASHH",44.91653,-62.52552,"CAN"
"1248","Souris","CASOU",46.34964,-62.25084,"CAN"
"1249","Bay Roberts","CABYR",47.59181,-53.26656,NA
"1250","Orcas","USXJY",48.59786,-122.9436,NA
"1251","Botwood","CABWD",49.15195,-55.34141,"CAN"
"1252","Lomond","CALMD",49.46068,-57.75968,NA
"1253","Kitimat","CAKTM",54.00396,-128.68922,"CAN"
"1254","Akutan","USAKU",54.13226,-165.78476,"USA"
"1255","Nobeoka","JPNOB",32.59398,131.70249,"JPN"
"1256","Kastrup","DKKTP",55.67456,12.63376,"DNK"
"1257","Itea","GRITA",38.43203,22.42307,"GRC"
"1258","Portoferraio","ITPFE",42.81283,10.32185,NA
"1259","Deauville","FRDOL",49.36254,0.07532,"FRA"
"1260","Bar","YUBAR",42.08546,19.08775,"MNE"
"1261","Norderney","DENRD",53.70489,7.16597,NA
"1262","Farsund","NOFAN",58.08544,6.79343,"NOR"
"1263","Lillesand","NOLIL",58.24714,8.38357,"NOR"
"1264","Izon","FRIZO",44.93533,-0.36,"FRA"
"1265","Luderitz","NALUD",-26.64406,15.15205,"NAM"
"1266","Ambriz","AOAZZ",-7.83618,13.10454,NA
"1267","Onahama","JPONA",36.93979,140.89107,"JPN"
"1268","Paranagua","BRPNG",-25.50136,-48.5013,NA
"1269","Skagastrond","ISSKA",65.8256,-20.31867,"ISL"
"1270","Harwich","GBHRW",51.94716,1.25422,"GBR"
"1271","Cannes","FRCEQ",43.55101,7.01445,NA
"1272","Koper","SIKOP",45.5556,13.73379,NA
"1273","Porto Santo Stefano","ITPSS",42.43532,11.12104,"ITA"
"1274","Pula","HRPUY",44.87588,13.84768,"HRV"
"1275","Pontrieux","FRPOX",48.70416,-3.16014,"FRA"
"1276","Truro","GBTRU",50.26052,-5.04653,"GBR"
"1277","Par","GBPAR",50.35086,-4.70853,"GBR"
"1278","Deal","GBDEX",51.22405,1.39705,"GBR"
"1279","Cardiff","GBCDF",51.45939,-3.15709,"GBR"
"1280","Avonmouth","GBAVO",51.50408,-2.70365,"GBR"
"1281","Portbury","GBPRU",51.49371,-2.72632,"GBR"
"1282","Coryton","GBCOY",51.51231,0.51447,"GBR"
"1283","Pembroke","GBPEM",51.69515,-4.95364,"GBR"
"1284","Dunmore East","IEDNM",52.14743,-6.9912,"IRL"
"1285","Groningen","NLGRQ",53.22066,6.59487,"NLD"
"1286","Ghazaouet","DZGHA",35.10098,-1.86159,"DZA"
"1287","Al Hoceima","MAAHU",35.24741,-3.92559,"MAR"
"1288","Skikda","DZSKI",36.88518,6.91165,"DZA"
"1289","Soma","JPSMA",37.83572,140.95718,"JPN"
"1290","Zanzibar","TZZNZ",-6.15707,39.19235,"TZA"
"1291","Phuket","THHKT",7.87304,98.41471,"THA"
"1292","Phangnga","THPHA",8.39961,98.51346,"THA"
"1293","Chanthaburi","THCHA",12.60208,102.11342,"THA"
"1294","Port Chalmers","NZPOE",-45.81224,170.62442,NA
"1295","Stanley","AUSTA",-40.7664,145.29764,"AUS"
"1296","Beachport","AUBCH",-37.48074,140.01314,"AUS"
"1297","Port Kembla","AUPKL",-34.46974,150.89456,"AUS"
"1298","Tome","CLTOM",-36.61919,-72.95899,"CHL"
"1299","Los Vilos","CLLOS",-31.90908,-71.50971,"CHL"
"1300","Tramandai","BRTRM",-29.98563,-50.14362,"BRA"
"1301","Imbituba","BRIBB",-28.22984,-48.64935,"BRA"
"1302","Urangan","AUURN",-25.28393,152.90265,"AUS"
"1303","Pisagua","CLPIS",-19.59414,-70.20964,"CHL"
"1304","Vaitape","PFVAI",-16.50595,-151.75267,"PYF"
"1305","Tsuruga","JPTRG",35.65827,136.06499,"JPN"
"1306","Wallace Bay","MYWAL",4.24747,117.66116,"MYS"
"1307","Yangjiang","CNYJI",21.8331,111.95178,"CHN"
"1308","Okha","INOKH",22.47321,69.08175,NA
"1309","Yantian","CNYTN",22.58089,114.26322,"CHN"
"1310","Sakito","JPSTO",33.02102,129.56721,"JPN"
"1311","Takuma","JPTKM",34.22592,133.67176,"JPN"
"1312","Marugame","JPMAR",34.28827,133.78,"JPN"
"1313","Yokosuka","JPYOS",35.28697,139.66181,"JPN"
"1314","Hachinohe","JPHHE",40.54525,141.5049,"JPN"
"1315","Hereke","TRHER",40.78566,29.62055,NA
"1316","Ayancik","TRAYA",41.94791,34.58465,"TUR"
"1317","Mori","JPMOR",42.1079,140.58299,"JPN"
"1318","Kushiro","JPKUH",42.98314,144.37109,"JPN"
"1319","Kaitangata","NZKTG",-46.28637,169.84385,"NZL"
"1320","Timaru","NZTIU",-44.38903,171.25537,NA
"1321","Lyttelton","NZLYT",-43.60722,172.72449,NA
"1322","Christchurch","NZCHC",-43.55791,172.70468,"NZL"
"1323","Necochea","ARNEC",-38.57665,-58.7112,"ARG"
"1324","Tauranga","NZTRG",-37.65752,176.18293,"NZL"
"1325","Dargaville","NZDGR",-35.94185,173.87059,"NZL"
"1326","Busselton","AUBUS",-33.64839,115.34872,"AUS"
"1327","Bundaberg","AUBDB",-24.7726,152.38567,"AUS"
"1328","Sibu","MYSBW",2.2882,111.82375,"MYS"
"1329","Jolo","PHJOL",6.05276,120.99972,"PHL"
"1330","Tumpat","MYTUM",6.2007,102.16879,"MYS"
"1331","Fayid","EGFAD",30.34047,32.30254,"EGY"
"1332","Miike","JPMII",33.01707,130.42242,"JPN"
"1333","Uwajima","JPUWA",33.22906,132.55234,"JPN"
"1334","Innoshima","JPINS",34.2788,133.18556,"JPN"
"1335","Itozaki","JPITO",34.39433,133.08974,"JPN"
"1336","Townsville","AUTSV",-19.25697,146.83102,"AUS"
"1337","Seletar","SGSLT",1.42132,103.89181,NA
"1338","La Estacada","VELEC",10.71037,-71.52781,"VEN"
"1339","Jose Panganiban","PHJPM",14.28499,122.69469,"PHL"
"1340","Lingayen","PHLIN",16.01746,120.22847,"PHL"
"1341","Bhavnagar","INBHU",21.75977,72.23132,"IND"
"1342","Pusan","KRPUS",35.1243,129.06014,"KOR"
"1343","Wonsan","KPWON",39.15952,127.44446,NA
"1344","Noshiro","JPNSR",40.2104,140.0079,"JPN"
"1345","Yingkou","CNYIK",40.69829,122.2706,"CHN"
"1346","Tuzla","TRTUZ",40.83666,29.28351,"TUR"
"1347","Korsakov","RUKOR",46.62973,142.76152,"RUS"
"1348","Turku","FITKU",60.44253,22.2193,"FIN"
"1349","Wuhan","CNWUH",30.58048,114.29363,"CHN"
"1350","Canakkale","TRCKZ",40.15029,26.40266,NA
"1351","Buenos Aires","ARBUE",-34.59058,-58.37344,"ARG"
"1352","Farafangana","MGRVA",-22.81379,47.83071,"MDG"
"1353","Valparaiso","CLVAP",-33.03935,-71.62628,"CHL"
"1354","Tubarao","BRTUB",-20.28376,-40.2422,"BRA"
"1355","Belem","BRBEL",-1.4405,-48.49365,"BRA"
"1356","Acajutla","SVAQJ",13.57453,-89.8338,"SLV"
"1357","Freeport","BSFPO",26.51869,-78.76857,"BHS"
"1358","Puerto Cabello","VEPBL",10.47301,-68.00372,"VEN"
"1359","Topolobampo","MXTPB",25.59076,-109.06023,NA
"1360","Quintero","CLQTV",-32.78127,-71.52718,"CHL"
"1361","Guayacan","CLGYC",-29.96873,-71.34916,"CHL"
"1362","Taltal","CLTTC",-25.40792,-70.48943,"CHL"
"1363","Punta Cardon","VEPCN",11.62577,-70.23025,"VEN"
"1364","Ayvalik","TRAYV",39.32862,26.69751,"TUR"
"1365","Alvarado","MXAVD",18.77027,-95.7679,"MEX"
"1366","Santa Rosalia","MXSRL",27.34135,-112.26646,"MEX"
"1367","Inebolu","TRINE",41.9785,33.76605,"TUR"
"1368","Talara","PETYL",-4.57655,-81.28203,"PER"
"1369","Nieuw Nickerie","SRICK",5.94831,-56.99537,"SUR"
"1370","Bridgetown","BBBGI",13.09953,-59.625,NA
