"","portname","code","latitude","longitude","iso3"
"2555","Sohar","OMSOH",24.37609,56.73828,"OMN"
"2556","Imesse",NA,2.11818,18.10395,"COD"
"2557","Mabenga",NA,-3.60138,18.61262,"COD"
"2558","Bosaso",NA,11.29018,49.18218,NA
"2559","Mersin","TRMER",36.79997,34.63525,"TUR"
"2560","Balangala",NA,0.41659,19.78876,"COD"
"2561","Modombe",NA,-0.78078,22.75403,"COD"
"2562","St Andrews","CASAD",45.07353,-67.05325,"CAN"
"2563","Chesapeake","USUFG",39.52614,-75.8107,"USA"
"2564","Skaramanga","GRSKA",38.01179,23.59754,"GRC"
"2565","Castellammare Del Golfo","ITCTR",38.02914,12.87754,"ITA"
"2566","Petit Couronne","FRPET",49.38353,1.0133,"FRA"
"2567","Tonnay Charente","FRTON",45.94239,-0.89105,"FRA"
"2568","La Skhirra","TNLSK",34.28796,10.09529,"TUN"
"2569","Port Victoria","SCPOV",-4.62039,55.45798,NA
"2570","Ajman","AEAJM",25.41131,55.46093,"ARE"
"2571","Tokushima","JPTKS",34.04845,134.58714,"JPN"
"2572","Caloundra Head","AUCAL",-26.80515,153.12751,"AUS"
"2573","Neendhakara","INNEE",8.93834,76.54089,"IND"
"2574","Heianza","JPHEI",26.3187,127.91149,"JPN"
"2575","Monbetsu","JPMBE",44.35533,143.36257,"JPN"
"2576","Arkhangelsk","RUARH",64.52186,40.52592,"RUS"
"2577","Yawatahama","JPYWH",33.45786,132.41769,"JPN"
"2578","Funakawa","JPFNK",39.87451,139.852,"JPN"
"2579","Nevelsk","RUNEV",46.67184,141.85604,"RUS"
"2580","Saa Luiz","BRSLZ",-2.52909,-44.3071,NA
"2581","Bheemunipatnam","INBHM",17.89361,83.45317,"IND"
"2582","Mytilene","GRMJT",39.09997,26.55639,"GRC"
"2583","Ashkelon","ILAKL",31.68119,34.55747,"ISR"
"2584","Chacabuco","CLCHB",-45.46552,-72.82118,"CHL"
"2585","Santo Tomas De Castilla","GTSTC",15.69533,-88.61544,NA
"2586","Liepaya","LVLPX",56.52255,20.99472,NA
"2587","Koh Si Chang","THKSI",13.16067,100.80992,"THA"
"2588","Sharm El Sheikh","EGSSH",27.9057,34.32535,"EGY"
"2589","Fujairah","AEFJR",25.12638,56.356,"ARE"
"2590","Hormuz","IRHOR",27.09375,56.44635,"IRN"
"2591","Travemunde","DETRV",53.95575,10.86673,"DEU"
"2592","Aamshite",NA,34.15214,35.62828,NA
"2593","Elizabeth","USELZ",36.29651,-76.21677,"USA"
"2594","St Malo","FRSML",48.64372,-2.01738,"FRA"
"2595","Stratoni","GRSTI",40.50866,23.82682,"GRC"
"2596","Tranoy","NOTRY",68.18324,15.67036,"NOR"
"2597","Figueira Da Foz","PTFDF",40.14812,-8.85337,"PRT"
"2598","Vanga",NA,-4.65992,39.22024,"KEN"
"2599","Begiro",NA,-19.781,45.10066,"MDG"
"2600","Catagbacan",NA,9.85146,123.82338,"PHL"
"2601","Petit Trou De Nippes",NA,18.52772,-73.51104,"HTI"
"2602","Mitshakilaf",NA,-4.6744,18.73107,"COD"
"2603","Bokoko",NA,-2.85834,18.36763,"COD"
"2604","Havre St Pierre","CAHSP",50.23703,-63.60624,"CAN"
"2605","Newbury","USNEY",42.81308,-70.87281,"USA"
"2606","Ijmuiden","NLIJM",52.46209,4.58721,"NLD"
"2607","Vastervik","SEVVK",57.75796,16.6442,"SWE"
"2608","Abu Zenima","EGAZA",29.04425,33.11861,"EGY"
"2609","Lervik","NOLER",59.78071,5.50177,"NOR"
"2610","Kuala Tanjung","IDTJB",3.35693,99.45485,"IDN"
"2611","Tanjung Balai",NA,2.97848,99.80361,"IDN"
"2612","Tambo De Mora","PETDM",-13.47125,-76.19091,NA
"2613","El Ferrol","ESFER",43.47763,-8.22985,"ESP"
"2614","Matsuyama","JPMYJ",33.85074,132.71028,"JPN"
"2615","Legazpi","PHLGP",13.14607,123.75612,"PHL"
"2616","Chiba","JPCHB",35.60926,140.08939,"JPN"
"2617","Anadyr","RUDYR",64.7383,177.50746,"RUS"
"2618","Kanazawa","JPKNZ",36.62589,136.60803,"JPN"
"2619","Uraga","JPURG",35.24017,139.72479,"JPN"
"2620","Suzaki","JPSUZ",33.38182,133.27879,"JPN"
"2621","Ominato","JPOMT",41.28056,141.17626,"JPN"
"2622","Lith","SALIT",20.15811,40.24671,"SAU"
"2623","Niigata","JPKIJ",37.93577,139.06664,"JPN"
"2624","Pointe A Pierre","TTPTP",10.31553,-61.4596,"TTO"
"2625","Clifton Point","BSCLP",25.01815,-77.54486,"BHS"
"2626","Mar Del Plata","ARMDQ",-38.03705,-57.53676,"ARG"
"2627","Puerto De Hierro","VEPHO",10.63416,-62.08932,"VEN"
"2628","San Nicolas De Los Los Arroyos","ARSNS",-33.3492,-60.17904,"ARG"
"2629","Glasson Dock","GBGLD",53.99889,-2.84825,"GBR"
"2630","Burns Harbour","USBNB",41.64369,-87.14395,NA
"2631","Dammam",NA,26.47391,50.12238,"SAU"
"2632","Simonstown","ZASMN",-34.1924,18.44071,"ZAF"
"2633","Modiokoy",NA,16.74946,-2.36718,"MLI"
"2634","Dioro",NA,13.68929,-5.8337,"MLI"
"2635","Hanoi","VNHAN",21.02892,105.86167,"VNM"
"2636","Serinam",NA,-19.70541,44.69435,"MDG"
"2637","Manakampahiny",NA,-19.25666,48.99149,"MDG"
"2638","Pointe-a-Pitre","GPPTP",16.24128,-61.54063,NA
"2639","Bosanga",NA,-0.27487,20.6031,"COD"
"2640","Dalhousie","CADHS",43.20641,-79.26283,NA
"2641","Ibeka",NA,1.21293,18.3581,"COD"
"2642","Makoko",NA,-0.87197,20.1921,"COD"
"2643","Yumurtalik Bay","TRYUM",36.76783,35.79096,NA
"2644","Nikiski","USNKI",60.68319,-151.39268,"USA"
"2645","Kings Bay","USKBA",30.80734,-81.52385,"USA"
"2646","Clark City","CACLC",50.19841,-66.63673,"CAN"
"2647","Sukhumi","GESUI",42.99385,40.989,"GEO"
"2648","Pozos Colorados","COPOC",11.10897,-74.22887,NA
"2649","Tandjung Uban","IDTUB",1.06171,104.21933,NA
"2650","Pangkal Balam","IDPGX",-2.08497,106.14817,"IDN"
"2651","Pare Pare","IDPAP",-4.00265,119.62174,NA
"2652","Chah-Bahar","IRZBR",25.29822,60.61411,NA
"2653","Stadersand","DESTS",53.62138,9.53175,"DEU"
"2654","Hiroshima","JPHIJ",34.35741,132.43279,"JPN"
"2655","Abu Rudeis","EGAUE",28.89489,33.17509,"EGY"
"2656","Laayoune","MAEUN",27.08951,-13.41635,"ESH"
"2657","Haiphong","VNHPH",20.86793,106.6901,"VNM"
"2658","Haypoint","AUHPT",-21.28035,149.2874,"AUS"
"2659","Tanjong Mani","MYTMI",2.12392,111.31941,"MYS"
"2660","Ainoura","JPAIN",33.19167,129.65156,"JPN"
"2661","El Beddaoui",NA,34.45735,35.8627,"LBN"
"2662","Port Yabucoa","PRPYA",18.0491,-65.8323,"PRI"
"2663","Blowing Point","AIBLP",18.17174,-63.09303,NA
"2664","Concepcion Del Uruguay","ARCOU",-32.47916,-58.22113,"ARG"
"2665","Thorshavn","FOTHO",62.00834,-6.76976,"FRO"
"2666","Aeroskobing","DKARK",54.88995,10.41312,"DNK"
"2667","Samui",NA,9.53837,99.93449,"THA"
"2668","Riviere Du Loup","CARDL",47.84998,-69.56467,"CAN"
"2669","Vila Do Porto","PTVDP",36.94522,-25.14961,"PRT"
"2670","Port La Nouvelle","FRNOU",43.02237,3.04851,"FRA"
"2671","Tulagi",NA,-9.10657,160.15326,"SLB"
"2672","Kingushi Amont",NA,-5.10665,16.51285,"COD"
"2673","Bena Makina",NA,-4.97686,21.08602,"COD"
"2674","Villagarcia  (De Arosa)","ESVIL",42.59408,-8.77593,"ESP"
"2675","El Maameltayne",NA,34.00517,35.64464,NA
"2676","Vung Ang",NA,18.11108,106.40943,"VNM"
"2677","Duong Dong",NA,10.22466,103.95501,"VNM"
"2678","Kalomala",NA,-18.97524,49.09502,"MDG"
"2679","Twillinggate","CATWI",49.65045,-54.76312,"CAN"
"2680","Velsen","NLVEL",52.46665,4.64663,"NLD"
"2681","Havre De Grace","USHDC",39.54574,-76.08689,"USA"
"2682","Boulogne Sur Mer","FRBOL",50.72564,1.59391,"FRA"
"2683","Yokohama","JPYOK",35.43521,139.67625,"JPN"
"2684","Aomori","JPAOJ",40.82989,140.74569,"JPN"
"2685","Posyet","RUPSE",42.64954,130.80723,"RUS"
"2686","Miyazaki","JPKMI",31.90513,131.45738,"JPN"
"2687","Sejingkat","MYSEJ",1.57744,110.41266,"MYS"
"2688","Dwarkar","INDWA",22.238,68.96939,"IND"
"2689","Kuala Beukah",NA,4.88476,97.90409,NA
"2690","Pangkalang Susu","IDSSO",4.12408,98.21174,NA
"2691","Tanjung Sekong","IDMRK",-5.92286,105.99422,"IDN"
"2692","Moskalvo","RUMVO",53.54714,142.51714,"RUS"
"2693","Ras Al Mishab","SARAM",28.10689,48.61447,"SAU"
"2694","Fort-De-France","MQFDF",14.60229,-61.06014,"MTQ"
"2695","St John'S","AGSJO",17.12117,-61.8459,"ATG"
"2696","Husevig","FOHUS",61.80559,-6.66724,"FRO"
"2697","Koverhar","FIKVH",59.88102,23.22353,"FIN"
"2698","Matsusaka",NA,34.60976,136.55834,"JPN"
"2699","Saldanha Bay","ZASDB",-33.0072,17.99487,NA
"2700","El Aaqaybe",NA,34.05716,35.6415,"LBN"
"2701","Malanga",NA,1.74898,18.5507,"COD"
"2702","Damaguit",NA,11.59597,122.48233,"PHL"
"2703","Port-De-Paix",NA,19.94093,-72.83123,"HTI"
"2704","Vila Real De Santo Antonio","PTVRL",37.19673,-7.41403,"PRT"
"2705","Bundala",NA,-7.42707,26.95759,"COD"
"2706","Masindi",NA,1.69923,32.099,"UGA"
"2707","St Helier","GBSTH",49.17667,-2.10761,NA
"2708","Qui Nhon","VNUIH",13.77826,109.24626,"VNM"
"2709","Kolumboma",NA,-2.96947,18.5721,"COD"
"2710","Port Cartier","CAPCA",50.01902,-66.81796,"CAN"
"2711","Port Aux Basques","CAPBQ",47.58116,-59.1418,NA
"2712","Port Menier","CAPME",49.81825,-64.35408,"CAN"
"2713","Sitra","BHSIT",26.14465,50.63443,"BHR"
"2714","Takamatsu","JPTAK",34.34847,134.07006,"JPN"
"2715","Vestmannaeyjar - Hofn","ISVES",63.44384,-20.26743,"ISL"
"2716","King'S Lynn","GBKLN",52.75973,0.39261,"GBR"
"2717","Bruges","BEBGS",51.22815,3.22308,"BEL"
"2718","Portmadoc","GBPMD",52.92914,-4.12711,"GBR"
"2719","Chiwan","CNCWN",22.46201,113.89221,NA
"2720","El Meks",NA,31.15318,29.84303,"EGY"
"2721","Jurong","SGJUR",1.30635,103.71967,"SGP"
"2722","Hosojima","JPHSM",32.43752,131.66477,"JPN"
"2723","Bandirmar","TRBDM",40.35069,27.96166,"TUR"
"2724","Ras Al Khafji","SARAR",28.41757,48.52214,"SAU"
"2725","Pakan Baru","IDPAK",0.54778,101.46473,"IDN"
"2726","San Juan De La Costa","MXSJC",24.39464,-110.68389,"MEX"
"2727","Ras Lanuf","LYRLA",30.48744,18.58389,NA
"2728","Sungai Pakning","IDSEQ",1.34437,102.15743,"IDN"
"2729","Pandjang","IDSPA",-5.47214,105.31803,"IDN"
"2730","Habana","CUHAV",23.13669,-82.34789,NA
"2731","Santiago De Cuba","CUSCU",20.02726,-75.83812,NA
"2732","San Juan Del Sur","NISJS",11.25055,-85.87536,"NIC"
"2733","Wadi Halfa",NA,21.80808,31.32063,"SDN"
"2734","Anecho","TGANE",6.22784,1.59851,"TGO"
"2735","Assinie","CIASS",5.13208,-3.28588,"CIV"
"2736","Middlesborough","GBMID",54.58161,-1.22143,"GBR"
"2737","Soderkoping","SESOG",58.48212,16.32534,"SWE"
"2738","Stromstad","SESMD",58.93604,11.17097,"SWE"
"2739","Loppa","NOLOP",61.4443,-6.77018,"FRO"
"2740","Gizan","SAGIZ",16.89063,42.53643,"SAU"
"2741","Anse-D'Hainault",NA,18.48804,-74.45435,"HTI"
"2742","Ukatura",NA,1.94075,20.40457,"COD"
"2743","Bandar Khomeini","IRBKM",30.42907,49.08256,"IRN"
"2744","Gros Cacouna","CAGCA",47.93431,-69.50939,"CAN"
"2745","Malemba-N'Kulu",NA,-8.05173,26.79764,"COD"
"2746","Alcacer","ESAQE",40.55474,0.5273,"ESP"
"2747","Sriracha",NA,13.17344,100.92633,"THA"
"2748","Asalouyeh",NA,27.49226,52.58397,NA
"2749","Mulifana",NA,-13.83328,-172.02429,"WSM"
"2750","Nowshahr",NA,36.65375,51.51077,"IRN"
"2751","Antsohily",NA,-14.87937,47.97786,"MDG"
"2752","Baie Comeau","CABCO",49.23332,-68.13907,"CAN"
"2753","Monument","USMEB",41.74424,-70.61766,"USA"
"2754","St Johns","CASJF",47.55844,-52.70959,"CAN"
"2755","Komatsujima","JPKOM",34.00276,134.59755,"JPN"
"2756","Ras Al Khaimah","AERKT",25.80476,55.94914,NA
"2757","Nagapattinam","INNPT",10.75812,79.84927,"IND"
"2758","Al Khobar","SAALK",26.2427,50.21511,"SAU"
"2759","Izumisano","JPIZS",34.42227,135.32519,"JPN"
"2760","Buyukcekmece","TRBCE",41.01859,28.5811,NA
"2761","Batumi","GEBUS",41.64976,41.65796,"GEO"
"2762","Poti","GEPTI",42.15249,41.65514,"GEO"
"2763","Botany Bay","AUBTB",-33.96797,151.20737,"AUS"
"2764","Barquito","CLBAR",-26.3578,-70.64651,"CHL"
"2765","Coondapur","INCOO",13.63633,74.68558,"IND"
"2766","Nagasaki","JPNGS",32.74824,129.87097,"JPN"
"2767","Kem","RUKEM",64.95335,34.61483,"RUS"
"2768","Rio De Janeiro","BRRIO",-22.90285,-43.17308,"BRA"
"2769","St Georges","BMSGE",32.37978,-64.67928,NA
"2770","Tore","SETOE",65.9083,22.6536,"SWE"
"2771","Morro Redondo","MXMRE",28.04509,-115.18568,"MEX"
"2772","Santa Cruz Del Sur","CUSCS",20.70362,-77.98208,NA
"2773","Clarencia","CLCLR",-52.895,-70.14211,"CHL"
"2774","Bahia De Las Minas","PAPBM",9.38288,-79.83751,"PAN"
"2775","Adabiya","EGADA",29.87933,32.47197,NA
"2776","Gocek","TRGCK",36.75495,28.93988,NA
"2777","Port Novo","BJPTN",6.47123,2.60029,"BEN"
"2778","Thingeyri","ISTEY",65.87626,-23.48768,NA
"2779","Aarhus",NA,56.15,10.21667,"DNK"
"2780","Tubigon",NA,9.95219,123.96156,"PHL"
"2781","Goteborg","SEGOT",57.71779,11.96016,"SWE"
"2782","Dokese",NA,-1.58523,18.49548,"COD"
"2783","Patreksfjordur - Hofn","ISPAT",65.59795,-24.0032,"ISL"
"2784","Niafunke",NA,15.93095,-3.98219,"MLI"
"2785","Grand Lahou","CIGLU",5.14801,-4.98868,"CIV"
"2786","Watsi-Kengo",NA,-0.91042,20.62116,"COD"
"2787","Farosund","SEFSD",57.86569,19.05826,"SWE"
"2788","Bantry Bay","IEBYT",51.6801,-9.45962,"IRL"
"2789","Leksvik","NOLKV",63.66827,10.6174,"NOR"
"2790","Sandvik","SESAK",65.73525,23.75068,"SWE"
"2791","Viana Do Castelo","PTVDC",41.69015,-8.83988,"PRT"
"2792","Imabari","JPIMB",34.06962,133.00513,"JPN"
"2793","Lord Howe Is","AULDH",-31.52319,159.05859,"AUS"
"2794","Sao Francisco Do Sul","BRSFS",-26.23837,-48.6342,"BRA"
"2795","Karikal","INKRK",10.9112,79.84619,"IND"
"2796","Bacolod","PHBCD",10.67303,122.94762,"PHL"
"2797","Kochi","JPKCZ",33.54142,133.56013,"JPN"
"2798","Nampo","KPNAM",38.72631,125.40772,"PRK"
"2799","Bakirkoy","TRBAK",40.95846,28.8229,NA
"2800","Stromma","FISTR",60.16644,24.953,"FIN"
"2801","Cambay","INCAM",22.28804,72.60984,"IND"
"2802","Yura","JPYUR",33.96057,135.11259,"JPN"
"2803","Hamamatsu","JPHMM",34.68745,137.60765,"JPN"
"2804","Lianyungang","CNLYG",34.73368,119.45296,"CHN"
"2805","Rizhao","CNRZH",35.36796,119.51898,"CHN"
"2806","Paradip","INPRT",20.27604,86.68101,"IND"
"2807","Jubail","SAJUB",27.01966,49.65121,"SAU"
"2808","Zuara","LYZUA",32.91996,12.11996,"LBY"
"2809","Zawia Terminal","LYZAW",32.7914,12.67659,"LBY"
"2810","Misurata","LYMRA",32.36626,15.2194,"LBY"
"2811","Sirte","LYSRT",31.21283,16.62851,"LBY"
"2812","Marsa El Brega","LYLMQ",30.41715,19.58225,NA
"2813","Zueitina","LYZUE",30.89874,20.07456,NA
"2814","Ras El Hilal",NA,32.9127,22.17129,"LBY"
"2815","N'Ta",NA,-3.96779,17.94707,"COD"
"2816","Tan Tan",NA,28.47757,-11.34195,NA
"2817","Latchi","CYLAT",35.04046,32.39504,NA
"2818","Telok Anson","MYTAN",4.02217,101.01926,"MYS"
"2819","Ambarli","TRAMB",40.97633,28.6957,NA
"2820","Bachaquero / Maracaibo L","VEBAV",9.94428,-71.14452,"VEN"
"2821","San Jose","CRSJO",13.9186,-90.80867,"GTM"
"2822","Guanica Harbour","PRGUX",17.95303,-66.87925,NA
"2823","Port Saint Louis","MGPSL",-13.09162,48.84324,"MDG"
"2824","Subic Bay","PHSFS",14.8231,120.29334,"PHL"
"2825","Thorold","CATHD",43.11111,-79.19679,"CAN"
"2826","Sept Iles (Seven Is.)","CASEI",50.19888,-66.38054,"CAN"
"2827","Milner Bay","AUMIB",-13.85825,136.41939,"AUS"
"2828","Algonac","USALG",42.61264,-82.54444,"USA"
"2829","Vestvagoy","NOVVY",68.12618,13.84514,"NOR"
"2830","Point Of Ayre","GBPTA",54.41721,-4.36748,"IMN"
"2831",NA,NA,65.83568,-18.75641,"ISL"
"2832","Niteroi","BRNTR",-22.89378,-43.12426,NA
"2833","Zeit Bay","EGZEI",27.80363,33.56643,NA
"2834","Kokura","JPKOK",33.91063,130.8758,"JPN"
"2835","Naoshima","JPNAS",34.46091,133.99659,"JPN"
"2836","Noere",NA,-17.69157,35.34847,"MOZ"
"2837","Ducos","NCDUS",-22.30171,166.44624,"NCL"
"2838","El Real","PAELE",8.11572,-77.72794,"PAN"
"2839","Pio V. Corpuz",NA,11.88241,124.05125,"PHL"
"2840","Chongjin","KPCHO",41.76436,129.76291,"PRK"
"2841","Keret","RUKER",66.27806,33.56539,"RUS"
"2842","Yanbo","SAYNB",24.07416,38.07657,"SAU"
"2843","Palua","VEPLA",8.35969,-62.69224,"VEN"
"2844","Hovic","VIHOC",17.69878,-64.74163,NA
"2845","Da Nang","VNDAD",16.1204,108.21733,"VNM"
"2846","Kralendijk","ANKRA",12.15338,-68.27788,"ANT"
"2847","Rasta","SERST",59.3163,17.61398,"SWE"
"2848","Kobe","JPUKB",34.68803,135.2092,"JPN"
"2849","Rijeka Bakar","HRRJK",45.32831,14.4321,"HRV"
"2850","Port Dinorwic","GBPDI",53.18493,-4.21087,"GBR"
"2851","Bushehr","IRBUZ",28.99411,50.83353,NA
"2852","Eagle River","USERQ",45.91687,-89.25773,"USA"
"2853","Guantanamo Bay","CUGUB",19.99104,-75.15044,"CUB"
"2854","Paramonga","PEPAM",-10.68268,-77.82784,"PER"
"2855","La Have","CALHA",44.29054,-64.3553,"CAN"
"2856","Kemaman","MYKEM",4.25376,103.4594,"MYS"
"2857","New Mangalore","INNML",12.91886,74.81538,"IND"
"2858","Kunak","MYKUN",4.68569,118.25122,"MYS"
"2859","Bajo Grande / Maracaibo L","VEBJV",10.48908,-71.63458,"VEN"
"2860","Doha",NA,29.36863,47.78506,"KWT"
"2861","Carleton","CACLT",48.10132,-66.12851,"CAN"
"2862","Norwich","USNOC",41.52305,-72.08036,"USA"
"2863","Silvertown","GBSVT",51.49979,0.03669,"GBR"
"2864","Blenheim","NZBHE",-41.45265,173.96612,"NZL"
"2865","Kumlinge","FIKUM",60.28746,20.79141,"FIN"
"2866","Leticia","COLET",-4.21622,-69.94529,"COL"
"2867","Tanjong Salirong","BNTAS",4.90119,114.98922,"BRN"
"2868","Porto Grande","CVPGR",16.89089,-24.99722,"CPV"
"2869","Vassiliko","CYVAS",34.71907,33.31394,NA
"2870","Dhekelia","CYDHK",34.98006,33.73019,"CYP"
"2871","Hurghada","EGHRG",27.231,33.84479,"EGY"
"2872","Ras Bahrgan","IRRBA",29.83039,50.26099,"IRN"
"2873","Khor Al Zubair","IQKAZ",30.19954,47.87924,"IRQ"
"2874","Amamioshima","JPASJ",31.5865,130.5643,"JPN"
"2875","Tokachi","JPTOK",42.22401,143.31985,"JPN"
"2876","Kompongsom","KHKOS",10.60654,103.52134,"KHM"
"2877","Cayo Arcas Terminal","MXCAT",20.18333,-92,NA
"2878","Penang","MYPEN",5.36473,100.38934,"MYS"
"2879","Nauru Island","NRINU",-0.52856,166.91064,"NRU"
"2880","Buka","PGBUA",-5.43229,154.67005,NA
"2881","Bumpyo","KPREM",39.76193,127.53027,"PRK"
"2882","Toyama","JPTOY",36.75565,137.22281,"JPN"
"2883","Parainen","FIPAR",60.29706,22.3017,"FIN"
"2884","Kosseir","EGKOS",26.10384,34.28562,"EGY"
"2885","Hunting","USHNT",33.634,-117.9583,"USA"
"2886","Loch Ewe","GBLHE",57.84132,-5.59924,"GBR"
"2887","Port Of Turkmenbashi",NA,40.00551,53.01679,"TKM"
"2888","Dunda",NA,-4.54819,17.68053,"COD"
"2889","Kashab",NA,26.20652,56.25453,"OMN"
"2890","Musoko",NA,-2.18714,29.08926,"COD"
"2891","Kashofu Ii",NA,-2.2248,29.02734,"COD"
"2892","Roebourne","AURBU",-20.59831,117.17563,"AUS"
"2893","Balao","ECEBL",0.98915,-79.64808,NA
"2894","Bamberton","CABAM",48.61392,-123.51994,"CAN"
"2895","San Clemente","USXMO",32.80885,-118.42415,"USA"
"2896","Castle Island","USCAI",60.33212,-145.23447,"USA"
"2897","Tammisaari","FITAI",59.97791,23.43341,"FIN"
"2898","Hualien","TWHUN",23.99351,121.63119,"TWN"
"2899","Moni Anchorage","CYMOI",34.71255,33.16621,"CYP"
"2900","Wadi Feiran","EGWAF",28.61797,33.22203,"EGY"
"2901","Rhodes","GRRHO",36.44404,28.23245,"GRC"
"2902","Cape Comorin","INCCN",8.0957,77.56344,NA
"2903","Shahid Rajee",NA,27.10375,56.06334,"IRN"
"2904","Inchon","KRINC",37.45913,126.6093,NA
"2905","Zouq",NA,33.9698,35.60259,NA
"2906","Tsoni",NA,-17.32996,34.97961,"MOZ"
"2907","Malatapay",NA,9.12224,123.21357,"PHL"
"2908","Leixoes","PTLEI",41.18176,-8.69642,"PRT"
"2909","Main Brook","CAMBR",5.16112,-56.07753,"SUR"
"2910","Karskar","SEKAS",60.68417,17.26287,"SWE"
"2911","Nghe Tinh","VNNGT",18.65489,105.70857,"VNM"
"2912","Vishakhapatnam","INVTZ",17.69603,83.29994,"IND"
"2913","Boleke",NA,-0.19241,19.56789,"COD"
"2914","Mompono",NA,0.13883,21.69424,"COD"
"2915","Berori",NA,0.16361,22.40123,"COD"
"2916","Hoquiam-Aberdeen Apt","USHQM",46.97417,-123.91132,"USA"
"2917","Destrehan","USNEW",29.94149,-90.35721,"USA"
"2918","Ellsworth","USEWT",44.49982,-68.42694,"USA"
"2919","Portofino","ITPTF",44.30247,9.2105,NA
"2920","Gravenchon","FRGRN",49.47124,0.53703,"FRA"
"2921","Dunkerque (Dunkirk)","FRDKK",51.03991,2.35909,"FRA"
"2922","Hemiksem (Hemixen)","BEHEX",51.15011,4.33219,"BEL"
"2923","Barry Dock","GBBAD",51.4003,-3.25183,"GBR"
"2924","Shikama","JPSKM",34.78502,134.66092,"JPN"
"2925","Sriracha","THSRI",13.12749,100.90098,"THA"
"2926","Oita","JPOIT",33.26032,131.66368,"JPN"
"2927","Westernport","AUWEP",-38.37518,145.21993,"AUS"
"2928","Mansonville","CAMAN",48.8316,-67.56782,"CAN"
"2929","Streator","USSTR",29.93178,-90.35024,"USA"
"2930","Kings Mountain","USKIN",41.91985,-73.97958,"USA"
"2931","Redcliff Bay","GBREB",51.48655,-2.76405,"GBR"
"2932","Voltri","ITVTI",44.40488,8.90949,"ITA"
"2933","Doubtful Sound","NZDGO",-45.28507,166.8605,NA
"2934","Karachi","PKKHI",24.83646,66.97609,"PAK"
"2935","Pietarsaari","FIPRS",63.70804,22.69211,"FIN"
"2936","Texel","NLTEX",53.00422,4.77926,"NLD"
"2937","Vila De Conde","BRVDC",-1.54312,-48.74902,"BRA"
"2938","Mersa El Hamra","EGMAH",30.95546,28.79439,NA
"2939","Hannan","JPHAN",34.34179,135.20972,"JPN"
"2940","Etajima","JPETA",34.22409,132.4417,"JPN"
"2941","Futajima","JPFUT",33.59727,130.38245,"JPN"
"2942","Matsushima","JPMAT",32.93694,129.60062,"JPN"
"2943","Jambongan","MYJAM",1.47067,103.78372,"MYS"
"2944","Perim Island","YEPRM",12.64611,43.40498,NA
"2945","Suape","BRSUA",-8.39583,-34.96422,"BRA"
"2946","Bahia De Sepetiba","BRSPB",-22.98564,-43.69786,"BRA"
"2947","Zhanjiang","CNZHA",21.18239,110.39778,"CHN"
"2948","Suao","TWSUO",24.60864,121.86286,"TWN"
"2949","Zhoushan","CNZOS",29.96284,122.17591,"CHN"
"2950","Waverley Harbour","NZWAV",-39.83303,174.63614,"NZL"
"2951","Okpo","KROKP",34.87566,128.70496,NA
"2952","Mezen","RUMEZ",65.87328,44.19009,"RUS"
"2953","Port Isabel-Brownsville","USPIS",26.07308,-97.2016,NA
"2954","Matilde",NA,-18.66849,36.23754,"MOZ"
"2955","Maleke",NA,-3.22366,18.84146,"COD"
"2956","Sopot","PLSOP",54.44626,18.5712,"POL"
"2957","Trial Bay","AUTRB",-30.88153,153.07256,"AUS"
"2958","Belledune","CABEL",47.90227,-65.84486,"CAN"
"2959","Cape Hatteras","USCPH",35.26176,-75.58886,NA
"2960","Brekstad","NOBKD",63.68885,9.66718,"NOR"
"2961","Londonderry","GBLDY",55.0066,-7.31921,"GBR"
"2962",NA,NA,-5.83,17.4,"COD"
"2963",NA,NA,-5.86255,17.42909,"COD"
"2964",NA,NA,-5.85709,17.5829,"COD"
"2965","Ekolosongo",NA,-2.26677,23.2061,"COD"
"2966","Enstedvaerkets Havn","DKENS",55.02337,9.43584,"DNK"
"2967","St Vincent","VCSVD",16.87768,-24.99576,"CPV"
"2968","Gemikonagi","CYMPB",35.14621,32.81445,"CYP"
"2969","Caleta Tagus","ECCAT",-0.26037,-91.3682,"ECU"
"2970","Geisum Terminal","EGGEI",27.64302,33.58842,NA
"2971","Yali Island","GRYLI",36.66157,27.11999,"GRC"
"2972","Zante","GRZAN",37.77784,20.90003,"GRC"
"2973","Puerto Quetzal","GTPRQ",13.92729,-90.78618,"GTM"
"2974","Redi","INRED",15.74755,73.65554,"IND"
"2975","Dos Bocas Terminal","MXDBT",18.42974,-93.1831,"MEX"
"2976","Braz",NA,-17.74455,35.37381,"MOZ"
"2977","Ilha Salia",NA,-18.55214,36.18311,"MOZ"
"2978","Porto","PTOPO",33.06402,-16.31775,"PRT"
"2979","Yarimca","TRYAR",40.76228,29.749,NA
"2980","Taichung","TWTXG",24.22093,120.49771,"TWN"
"2981","Punta Cuchillo","VEPCU",8.33062,-62.78471,"VEN"
"2982","Port Rashid","AEPRA",25.24865,55.27103,"ARE"
"2983","Quanzhou","CNQZJ",24.86119,118.64586,"CHN"
"2984","Agio Theodoroi","GRAGT",37.92756,23.14454,"GRC"
"2985","Muguza",NA,-2.22193,29.0945,"COD"
"2986","Kabwirwa",NA,-2.18078,29.09044,"COD"
"2987","Anzali",NA,37.4766,49.46727,"IRN"
"2988","Halytsynove",NA,46.77027,31.94476,"UKR"
